Load	Tipo de Veículo	Tipo Transporte	 Valor do Frete 
690035	Truck	Convencional	 R$ 4.197,00 
264705	Truck	Convencional	 R$ 3.559,00 
108017	Truck	Convencional	 R$ 3.662,00 
131473	Truck	Convencional	 R$ 5.823,00 
716056	Truck	Convencional	 R$ 5.391,00 
761756	Truck	Convencional	 R$ 3.315,00 
817737	Truck	Convencional	 R$ 3.884,40 
770960	Truck	Convencional	 R$ 4.852,80 
276379	Truck	Convencional	 R$ 3.974,00 
782346	Truck	Convencional	 R$ 4.750,80 
666883	Truck	Convencional	 R$ 3.540,00 
236448	Truck	Convencional	 R$ 4.875,00 
672135	Truck	Convencional	 R$ 5.861,00 
192394	Truck	Convencional	 R$ 4.018,00 
519120	Truck	Convencional	 R$ 5.616,00 
932566	Truck	Convencional	 R$ 5.068,00 
629890	Truck	Convencional	 R$ 4.662,00 
305285	Truck	Convencional	 R$ 5.506,00 
378851	Truck	Convencional	 R$ 5.685,00 
680053	Truck	Convencional	 R$ 6.687,60 
226832	Truck	Convencional	 R$ 3.632,40 
851347	Truck	Convencional	 R$ 5.726,00 
163806	Truck	Convencional	 R$ 7.041,60 
722301	Truck	Convencional	 R$ 3.676,80 
594541	Truck	Convencional	 R$ 3.910,80 
961427	Truck	Convencional	 R$ 5.382,00 
100132	Truck	Convencional	 R$ 6.733,20 
604481	Truck	Convencional	 R$ 5.550,00 
330573	Truck	Convencional	 R$ 6.932,40 
108284	Truck	Convencional	 R$ 7.038,00 
346805	Truck	Convencional	 R$ 3.643,20 
172745	Truck	Convencional	 R$ 3.375,00 
398313	Truck	Convencional	 R$ 4.971,00 
260472	Truck	Convencional	 R$ 5.014,80 
570339	Truck	Convencional	 R$ 4.002,00 
761191	Truck	Convencional	 R$ 5.127,00 
569292	Truck	Convencional	 R$ 4.096,00 
375865	Truck	Convencional	 R$ 5.552,00 
198682	Truck	Convencional	 R$ 4.829,00 
622739	Truck	Convencional	 R$ 3.706,80 
128949	Truck	Convencional	 R$ 3.470,00 
828312	Truck	Convencional	 R$ 6.831,60 
521739	Truck	Convencional	 R$ 4.720,00 
754043	Truck	Convencional	 R$ 4.670,00 
839672	Truck	Convencional	 R$ 4.145,00 
999454	Truck	Convencional	 R$ 5.491,00 
138309	Truck	Convencional	 R$ 6.250,80 
934206	Truck	Convencional	 R$ 4.912,00 
604067	Truck	Convencional	 R$ 4.533,00 
255213	Truck	Convencional	 R$ 5.643,00 
776363	Truck	Convencional	 R$ 4.091,00 
175254	Truck	Convencional	 R$ 3.843,00 
162464	Truck	Convencional	 R$ 5.173,20 
971466	Truck	Convencional	 R$ 5.196,00 
230616	Truck	Convencional	 R$ 6.444,00 
231676	Truck	Convencional	 R$ 4.617,60 
975571	Truck	Convencional	 R$ 3.652,00 
783279	Truck	Convencional	 R$ 5.171,00 
787441	Truck	Convencional	 R$ 3.110,00 
732887	Truck	Convencional	 R$ 6.927,60 
256476	Truck	Convencional	 R$ 4.928,40 
623432	Truck	Convencional	 R$ 5.581,20 
119172	Truck	Convencional	 R$ 6.615,60 
515987	Truck	Convencional	 R$ 5.444,00 
890335	Truck	Convencional	 R$ 4.003,20 
325312	Truck	Convencional	 R$ 5.433,00 
854594	Truck	Convencional	 R$ 3.892,80 
334911	Truck	Convencional	 R$ 5.113,20 
966778	Truck	Convencional	 R$ 4.795,00 
742395	Truck	Convencional	 R$ 5.467,00 
121992	Truck	Convencional	 R$ 4.015,20 
539310	Truck	Convencional	 R$ 4.138,00 
586681	Truck	Convencional	 R$ 4.662,00 
755470	Truck	Convencional	 R$ 5.447,00 
458661	Truck	Convencional	 R$ 5.367,60 
389901	Truck	Convencional	 R$ 4.461,60 
112576	Truck	Convencional	 R$ 6.394,80 
213227	Truck	Convencional	 R$ 5.883,00 
880150	Truck	Convencional	 R$ 5.644,00 
601779	Truck	Convencional	 R$ 5.430,00 
769754	Truck	Convencional	 R$ 5.622,00 
412545	Truck	Convencional	 R$ 4.805,00 
574890	Truck	Convencional	 R$ 3.799,20 
342271	Truck	Convencional	 R$ 5.583,60 
372005	Truck	Convencional	 R$ 5.905,20 
231828	Truck	Convencional	 R$ 3.038,00 
497757	Truck	Convencional	 R$ 4.866,00 
481434	Truck	Convencional	 R$ 4.221,00 
341708	Truck	Convencional	 R$ 6.272,40 
398084	Truck	Convencional	 R$ 3.447,00 
667366	Truck	Convencional	 R$ 5.196,00 
431049	Truck	Convencional	 R$ 5.240,00 
274938	Truck	Convencional	 R$ 5.291,00 
677003	Truck	Convencional	 R$ 4.424,00 
687366	Truck	Convencional	 R$ 3.938,00 
164008	Truck	Convencional	 R$ 4.421,00 
751861	Truck	Convencional	 R$ 4.798,00 
182683	Truck	Convencional	 R$ 3.205,00 
971664	Truck	Convencional	 R$ 4.357,00 
246603	Truck	Convencional	 R$ 4.635,60 
747200	Truck	Convencional	 R$ 3.068,00 
175831	Truck	Convencional	 R$ 4.583,00 
897638	Truck	Convencional	 R$ 4.970,40 
734160	Truck	Convencional	 R$ 4.497,00 
593614	Truck	Convencional	 R$ 4.983,00 
298170	Truck	Convencional	 R$ 4.196,40 
382036	Truck	Convencional	 R$ 3.276,00 
745543	Truck	Convencional	 R$ 3.042,00 
626788	Truck	Convencional	 R$ 4.491,00 
894104	Truck	Convencional	 R$ 5.088,00 
771292	Truck	Convencional	 R$ 4.461,60 
481733	Truck	Convencional	 R$ 5.299,00 
914107	Truck	Convencional	 R$ 4.621,20 
401469	Truck	Convencional	 R$ 5.380,00 
320564	Truck	Convencional	 R$ 4.201,00 
231052	Truck	Convencional	 R$ 3.408,00 
127064	Truck	Convencional	 R$ 5.171,00 
701007	Truck	Convencional	 R$ 6.436,80 
994830	Truck	Convencional	 R$ 5.533,00 
133689	Truck	Convencional	 R$ 4.544,00 
841078	Truck	Convencional	 R$ 4.530,00 
648155	Truck	Convencional	 R$ 3.475,00 
518908	Truck	Convencional	 R$ 4.471,20 
819318	Truck	Convencional	 R$ 5.876,00 
685981	Truck	Convencional	 R$ 3.956,40 
500564	Truck	Convencional	 R$ 4.546,00 
927306	Truck	Convencional	 R$ 3.426,00 
931554	Truck	Convencional	 R$ 3.920,40 
944904	Truck	Convencional	 R$ 5.909,00 
466395	Truck	Convencional	 R$ 3.671,00 
704542	Truck	Convencional	 R$ 4.844,40 
149513	Truck	Convencional	 R$ 7.107,60 
556142	Truck	Convencional	 R$ 6.399,60 
725491	Truck	Convencional	 R$ 3.076,00 
705960	Truck	Convencional	 R$ 6.936,00 
255825	Truck	Convencional	 R$ 4.261,20 
353414	Truck	Convencional	 R$ 5.182,80 
814701	Truck	Convencional	 R$ 4.446,00 
757727	Truck	Convencional	 R$ 5.936,40 
624738	Truck	Convencional	 R$ 4.348,00 
952034	Truck	Convencional	 R$ 3.735,00 
758095	Truck	Convencional	 R$ 5.789,00 
378346	Truck	Convencional	 R$ 4.738,80 
954207	Truck	Convencional	 R$ 5.629,00 
820574	Truck	Convencional	 R$ 4.860,00 
678495	Truck	Convencional	 R$ 5.983,20 
695066	Truck	Convencional	 R$ 4.853,00 
345832	Truck	Convencional	 R$ 3.134,00 
292712	Truck	Convencional	 R$ 3.491,00 
222377	Truck	Convencional	 R$ 4.077,00 
150013	Truck	Convencional	 R$ 4.130,00 
821121	Truck	Convencional	 R$ 3.443,00 
102673	Truck	Convencional	 R$ 3.015,00 
315945	Truck	Convencional	 R$ 4.786,00 
931723	Truck	Convencional	 R$ 4.398,00 
783962	Truck	Convencional	 R$ 3.482,00 
297027	Truck	Convencional	 R$ 4.258,00 
499285	Truck	Convencional	 R$ 3.361,00 
707108	Truck	Convencional	 R$ 5.602,00 
904988	Truck	Convencional	 R$ 6.307,20 
952652	Truck	Convencional	 R$ 6.871,20 
828125	Truck	Convencional	 R$ 3.512,00 
442322	Truck	Convencional	 R$ 5.056,00 
947138	Truck	Convencional	 R$ 5.987,00 
406480	Truck	Convencional	 R$ 4.126,80 
134794	Truck	Convencional	 R$ 7.094,40 
979518	Truck	Convencional	 R$ 4.497,00 
220154	Truck	Convencional	 R$ 4.952,40 
333924	Truck	Convencional	 R$ 4.563,00 
987334	Truck	Convencional	 R$ 3.476,00 
607365	Truck	Convencional	 R$ 4.314,00 
398222	Truck	Convencional	 R$ 7.095,60 
834545	Truck	Convencional	 R$ 5.047,20 
573495	Truck	Convencional	 R$ 7.132,80 
289119	Truck	Convencional	 R$ 3.753,00 
642319	Truck	Convencional	 R$ 4.528,80 
348917	Truck	Convencional	 R$ 6.580,80 
398645	Truck	Convencional	 R$ 5.106,00 
914390	Truck	Convencional	 R$ 4.602,00 
542082	Truck	Convencional	 R$ 3.819,00 
490579	Truck	Convencional	 R$ 4.903,00 
499189	Truck	Convencional	 R$ 5.785,00 
727991	Truck	Convencional	 R$ 5.590,00 
787977	Truck	Convencional	 R$ 5.437,00 
852874	Truck	Convencional	 R$ 3.890,40 
572521	Truck	Convencional	 R$ 3.106,00 
531622	Truck	Convencional	 R$ 5.805,00 
745245	Truck	Convencional	 R$ 3.146,00 
657805	Truck	Convencional	 R$ 6.264,00 
800231	Truck	Convencional	 R$ 5.848,80 
682063	Truck	Convencional	 R$ 5.534,00 
864722	Truck	Convencional	 R$ 3.987,00 
161149	Truck	Convencional	 R$ 5.244,00 
184162	Truck	Convencional	 R$ 4.762,80 
395198	Truck	Convencional	 R$ 4.590,00 
806304	Truck	Convencional	 R$ 3.168,00 
869255	Truck	Convencional	 R$ 4.908,00 
139747	Truck	Convencional	 R$ 6.871,20 
317308	Truck	Convencional	 R$ 4.579,00 
884822	Truck	Convencional	 R$ 4.499,00 
144569	Truck	Convencional	 R$ 5.748,00 
261049	Truck	Convencional	 R$ 3.250,00 
633983	Truck	Convencional	 R$ 5.277,00 
902032	Truck	Convencional	 R$ 5.209,00 
273449	Truck	Convencional	 R$ 5.100,00 
772727	Truck	Convencional	 R$ 3.278,00 
893355	Truck	Convencional	 R$ 3.901,00 
469560	Truck	Convencional	 R$ 5.760,00 
476520	Truck	Convencional	 R$ 4.490,00 
912355	Truck	Convencional	 R$ 5.789,00 
464002	Truck	Convencional	 R$ 5.534,00 
976313	Truck	Convencional	 R$ 4.026,00 
220468	Truck	Convencional	 R$ 5.718,00 
244394	Truck	Convencional	 R$ 4.767,00 
462376	Truck	Convencional	 R$ 4.566,00 
774831	Truck	Convencional	 R$ 4.892,40 
912850	Truck	Convencional	 R$ 3.677,00 
737812	Truck	Convencional	 R$ 4.897,00 
652437	Truck	Convencional	 R$ 5.368,00 
532766	Truck	Convencional	 R$ 4.043,00 
271065	Truck	Convencional	 R$ 4.544,00 
690227	Truck	Convencional	 R$ 5.444,00 
179007	Truck	Convencional	 R$ 5.512,00 
513240	Truck	Convencional	 R$ 5.641,20 
175905	Truck	Convencional	 R$ 6.080,40 
842086	Truck	Convencional	 R$ 5.794,00 
880237	Truck	Convencional	 R$ 4.036,00 
934731	Truck	Convencional	 R$ 4.414,80 
172911	Truck	Convencional	 R$ 4.295,00 
915620	Truck	Convencional	 R$ 6.712,80 
495209	Truck	Convencional	 R$ 3.640,80 
846706	Truck	Convencional	 R$ 5.663,00 
164500	Truck	Convencional	 R$ 4.328,40 
588880	Truck	Convencional	 R$ 4.304,00 
277776	Truck	Convencional	 R$ 5.037,00 
105755	Truck	Convencional	 R$ 4.172,00 
506661	Truck	Convencional	 R$ 3.462,00 
205206	Truck	Convencional	 R$ 4.586,00 
511937	Truck	Convencional	 R$ 3.398,00 
288951	Truck	Convencional	 R$ 5.029,00 
368359	Truck	Convencional	 R$ 3.227,00 
924580	Truck	Convencional	 R$ 4.484,40 
464298	Truck	Convencional	 R$ 5.322,00 
627559	Truck	Convencional	 R$ 5.515,00 
108222	Truck	Convencional	 R$ 3.384,00 
252592	Truck	Convencional	 R$ 3.987,00 
942668	Truck	Convencional	 R$ 5.544,00 
153891	Truck	Convencional	 R$ 4.942,80 
256589	Truck	Convencional	 R$ 3.009,00 
994527	Truck	Convencional	 R$ 3.692,40 
888434	Truck	Convencional	 R$ 6.148,80 
556074	Truck	Convencional	 R$ 4.707,00 
609259	Truck	Convencional	 R$ 4.830,00 
458726	Truck	Convencional	 R$ 4.171,00 
470837	Truck	Convencional	 R$ 5.931,00 
986538	Truck	Convencional	 R$ 6.620,40 
791462	Truck	Convencional	 R$ 4.418,00 
223870	Truck	Convencional	 R$ 4.254,00 
769918	Truck	Convencional	 R$ 3.067,00 
748890	Truck	Convencional	 R$ 5.508,00 
566686	Truck	Convencional	 R$ 3.206,00 
869483	Truck	Convencional	 R$ 4.945,20 
729609	Truck	Convencional	 R$ 5.555,00 
470357	Truck	Convencional	 R$ 5.557,20 
901527	Truck	Convencional	 R$ 5.186,40 
625557	Truck	Convencional	 R$ 3.331,00 
459680	Truck	Convencional	 R$ 5.757,60 
250578	Truck	Convencional	 R$ 4.816,00 
765568	Truck	Convencional	 R$ 3.643,20 
369702	Truck	Convencional	 R$ 5.486,00 
669597	Truck	Convencional	 R$ 3.931,00 
249513	Truck	Convencional	 R$ 3.561,00 
459959	Truck	Convencional	 R$ 4.887,00 
598542	Truck	Convencional	 R$ 4.432,80 
328189	Truck	Convencional	 R$ 4.114,00 
537681	Truck	Convencional	 R$ 5.520,00 
570241	Truck	Convencional	 R$ 3.674,40 
291901	Truck	Convencional	 R$ 4.901,00 
909136	Truck	Convencional	 R$ 5.198,00 
980917	Truck	Convencional	 R$ 4.321,00 
121439	Truck	Convencional	 R$ 4.261,00 
978159	Truck	Convencional	 R$ 6.928,80 
468512	Truck	Convencional	 R$ 3.951,00 
267295	Truck	Convencional	 R$ 3.896,00 
405429	Truck	Convencional	 R$ 3.362,00 
204077	Truck	Convencional	 R$ 4.074,00 
688998	Truck	Convencional	 R$ 6.361,20 
372198	Truck	Convencional	 R$ 3.912,00 
639103	Truck	Convencional	 R$ 6.174,00 
618756	Truck	Convencional	 R$ 7.020,00 
915753	Truck	Convencional	 R$ 6.718,80 
184509	Truck	Convencional	 R$ 3.344,00 
160897	Truck	Convencional	 R$ 4.190,00 
906727	Truck	Convencional	 R$ 6.006,00 
499830	Truck	Convencional	 R$ 3.461,00 
391540	Truck	Convencional	 R$ 6.594,00 
659459	Truck	Convencional	 R$ 3.490,00 
907493	Truck	Convencional	 R$ 3.696,00 
361011	Truck	Convencional	 R$ 5.217,00 
265950	Truck	Convencional	 R$ 3.949,00 
570599	Truck	Convencional	 R$ 4.640,40 
884813	Truck	Convencional	 R$ 4.693,00 
365380	Truck	Convencional	 R$ 6.318,00 
343224	Truck	Convencional	 R$ 6.639,60 
314380	Truck	Convencional	 R$ 6.484,80 
201154	Truck	Convencional	 R$ 5.884,80 
373621	Truck	Convencional	 R$ 5.714,00 
441468	Truck	Convencional	 R$ 4.463,00 
268635	Truck	Convencional	 R$ 4.022,40 
958397	Truck	Convencional	 R$ 3.462,00 
811889	Truck	Convencional	 R$ 4.754,00 
465066	Truck	Convencional	 R$ 3.463,00 
314783	Truck	Convencional	 R$ 6.826,80 
645998	Truck	Convencional	 R$ 4.497,00 
328440	Truck	Convencional	 R$ 5.172,00 
590614	Truck	Convencional	 R$ 4.757,00 
592360	Truck	Convencional	 R$ 3.229,00 
196201	Truck	Convencional	 R$ 5.028,00 
343168	Truck	Convencional	 R$ 5.503,20 
954105	Truck	Convencional	 R$ 6.900,00 
448547	Truck	Convencional	 R$ 5.158,00 
722471	Truck	Convencional	 R$ 5.700,00 
675581	Truck	Convencional	 R$ 4.441,00 
921104	Truck	Convencional	 R$ 5.054,00 
770779	Truck	Convencional	 R$ 4.001,00 
948127	Truck	Convencional	 R$ 6.613,20 
675931	Truck	Convencional	 R$ 4.623,00 
130907	Truck	Convencional	 R$ 5.443,00 
916360	Truck	Convencional	 R$ 3.442,00 
964546	Truck	Convencional	 R$ 4.412,00 
153189	Truck	Convencional	 R$ 3.143,00 
298745	Truck	Convencional	 R$ 3.976,00 
791840	Truck	Convencional	 R$ 5.440,00 
237973	Truck	Convencional	 R$ 4.726,80 
229562	Truck	Convencional	 R$ 3.756,00 
306039	Truck	Convencional	 R$ 4.227,00 
790855	Truck	Convencional	 R$ 6.474,00 
892853	Truck	Convencional	 R$ 3.679,20 
989278	Truck	Convencional	 R$ 5.262,00 
254031	Truck	Convencional	 R$ 6.700,80 
780990	Truck	Convencional	 R$ 7.179,60 
894000	Truck	Convencional	 R$ 6.879,60 
212664	Truck	Convencional	 R$ 5.528,40 
168960	Truck	Convencional	 R$ 3.314,00 
763599	Truck	Convencional	 R$ 3.921,00 
284757	Truck	Convencional	 R$ 3.658,00 
922369	Truck	Convencional	 R$ 5.911,00 
239310	Truck	Convencional	 R$ 4.855,00 
290583	Truck	Convencional	 R$ 3.804,00 
305135	Truck	Convencional	 R$ 4.942,80 
140441	Truck	Convencional	 R$ 3.399,00 
851491	Truck	Convencional	 R$ 3.293,00 
886818	Truck	Convencional	 R$ 4.481,00 
761141	Truck	Convencional	 R$ 5.957,00 
675525	Truck	Convencional	 R$ 3.015,00 
728468	Truck	Convencional	 R$ 6.957,60 
785272	Truck	Convencional	 R$ 5.763,60 
901284	Truck	Convencional	 R$ 5.209,00 
808425	Truck	Convencional	 R$ 3.311,00 
991694	Truck	Convencional	 R$ 5.758,80 
678829	Truck	Convencional	 R$ 4.955,00 
959659	Truck	Convencional	 R$ 5.662,00 
684098	Truck	Convencional	 R$ 3.480,00 
505119	Truck	Convencional	 R$ 4.688,40 
996273	Truck	Convencional	 R$ 4.416,00 
220143	Truck	Convencional	 R$ 3.789,60 
412484	Truck	Convencional	 R$ 4.927,00 
420067	Truck	Convencional	 R$ 4.989,60 
682257	Truck	Convencional	 R$ 5.595,60 
260935	Truck	Convencional	 R$ 4.038,00 
314263	Truck	Convencional	 R$ 7.113,60 
502561	Truck	Convencional	 R$ 5.199,00 
610035	Truck	Convencional	 R$ 4.403,00 
135543	Truck	Convencional	 R$ 3.381,00 
926457	Truck	Convencional	 R$ 4.891,20 
815763	Truck	Convencional	 R$ 3.528,00 
810474	Truck	Convencional	 R$ 4.858,80 
737170	Truck	Convencional	 R$ 3.896,40 
488696	Truck	Convencional	 R$ 3.850,80 
524011	Truck	Convencional	 R$ 4.752,00 
347181	Truck	Convencional	 R$ 4.070,40 
597939	Truck	Convencional	 R$ 4.411,00 
119649	Truck	Convencional	 R$ 5.631,00 
137301	Truck	Convencional	 R$ 5.839,20 
712212	Truck	Convencional	 R$ 4.962,00 
411383	Truck	Convencional	 R$ 5.328,00 
623371	Truck	Convencional	 R$ 4.300,80 
505405	Truck	Convencional	 R$ 6.766,80 
300170	Truck	Convencional	 R$ 4.103,00 
222315	Truck	Convencional	 R$ 6.968,40 
780313	Truck	Convencional	 R$ 3.501,00 
217599	Truck	Convencional	 R$ 6.566,40 
482959	Truck	Convencional	 R$ 4.648,00 
310564	Truck	Convencional	 R$ 5.362,80 
617480	Truck	Convencional	 R$ 4.396,00 
966571	Truck	Convencional	 R$ 5.535,60 
810728	Truck	Convencional	 R$ 3.941,00 
186029	Truck	Convencional	 R$ 6.880,80 
257348	Truck	Convencional	 R$ 3.702,00 
898227	Truck	Convencional	 R$ 5.026,00 
146501	Truck	Convencional	 R$ 5.681,00 
795488	Truck	Convencional	 R$ 7.023,60 
639233	Truck	Convencional	 R$ 4.917,00 
978505	Truck	Convencional	 R$ 4.578,00 
868838	Truck	Convencional	 R$ 3.514,00 
901148	Truck	Convencional	 R$ 6.492,00 
459545	Truck	Convencional	 R$ 7.016,40 
602389	Truck	Convencional	 R$ 6.435,60 
317217	Truck	Convencional	 R$ 3.761,00 
607756	Truck	Convencional	 R$ 7.102,80 
371063	Truck	Convencional	 R$ 7.197,60 
235571	Truck	Convencional	 R$ 3.186,00 
140725	Truck	Convencional	 R$ 4.629,00 
320551	Truck	Convencional	 R$ 5.786,40 
695413	Truck	Convencional	 R$ 5.697,60 
135882	Truck	Convencional	 R$ 4.499,00 
234550	Truck	Convencional	 R$ 3.795,60 
911079	Truck	Convencional	 R$ 3.652,80 
737504	Truck	Convencional	 R$ 4.482,00 
388721	Truck	Convencional	 R$ 3.712,80 
854246	Truck	Convencional	 R$ 4.848,00 
106944	Truck	Convencional	 R$ 3.385,00 
426182	Truck	Convencional	 R$ 5.838,00 
215459	Truck	Convencional	 R$ 5.284,00 
165473	Truck	Convencional	 R$ 5.718,00 
645442	Truck	Convencional	 R$ 4.172,40 
362225	Truck	Convencional	 R$ 3.441,00 
718011	Truck	Convencional	 R$ 3.176,00 
152877	Truck	Convencional	 R$ 5.927,00 
426380	Truck	Convencional	 R$ 6.692,40 
255492	Truck	Convencional	 R$ 4.033,20 
469113	Truck	Convencional	 R$ 4.873,20 
912969	Truck	Convencional	 R$ 6.919,20 
372833	Truck	Convencional	 R$ 5.363,00 
284941	Truck	Convencional	 R$ 4.786,80 
993062	Truck	Convencional	 R$ 4.018,00 
492501	Truck	Convencional	 R$ 4.042,00 
854093	Truck	Convencional	 R$ 3.361,00 
345947	Truck	Convencional	 R$ 3.181,00 
769158	Truck	Convencional	 R$ 3.828,00 
906453	Truck	Convencional	 R$ 5.787,60 
379725	Truck	Convencional	 R$ 4.969,20 
459107	Truck	Convencional	 R$ 4.151,00 
211419	Truck	Convencional	 R$ 4.784,00 
784293	Truck	Convencional	 R$ 5.584,00 
358701	Truck	Convencional	 R$ 4.681,00 
593447	Truck	Convencional	 R$ 3.682,00 
113473	Truck	Convencional	 R$ 5.665,00 
286380	Truck	Convencional	 R$ 3.620,40 
903881	Truck	Convencional	 R$ 5.047,00 
734449	Truck	Convencional	 R$ 3.732,00 
439901	Truck	Convencional	 R$ 5.139,00 
620134	Truck	Convencional	 R$ 4.435,20 
154309	Truck	Convencional	 R$ 4.526,00 
170022	Truck	Convencional	 R$ 4.029,00 
350951	Truck	Convencional	 R$ 5.609,00 
259281	Truck	Convencional	 R$ 4.694,40 
984354	Truck	Convencional	 R$ 4.546,80 
955530	Truck	Convencional	 R$ 4.232,00 
641371	Truck	Convencional	 R$ 4.436,40 
409104	Truck	Convencional	 R$ 5.433,00 
767854	Truck	Convencional	 R$ 5.662,00 
392872	Truck	Convencional	 R$ 3.701,00 
589769	Truck	Convencional	 R$ 3.884,00 
246402	Truck	Convencional	 R$ 6.597,60 
401034	Truck	Convencional	 R$ 4.010,40 
978537	Truck	Convencional	 R$ 5.106,00 
204180	Truck	Convencional	 R$ 4.208,40 
598570	Truck	Convencional	 R$ 4.419,60 
736274	Truck	Convencional	 R$ 7.108,80 
433732	Truck	Convencional	 R$ 5.388,00 
414384	Truck	Convencional	 R$ 4.178,00 
644989	Truck	Convencional	 R$ 4.665,00 
592557	Truck	Convencional	 R$ 4.641,60 
287314	Truck	Convencional	 R$ 4.126,80 
709762	Truck	Convencional	 R$ 4.089,60 
870681	Truck	Convencional	 R$ 3.848,00 
259348	Truck	Convencional	 R$ 6.591,60 
802732	Truck	Convencional	 R$ 3.120,00 
569172	Truck	Convencional	 R$ 4.471,20 
983904	Truck	Convencional	 R$ 5.332,80 
427408	Truck	Convencional	 R$ 4.178,00 
153180	Truck	Convencional	 R$ 6.771,60 
246853	Truck	Convencional	 R$ 4.580,40 
555860	Truck	Convencional	 R$ 3.848,00 
122455	Truck	Convencional	 R$ 4.516,00 
978218	Truck	Convencional	 R$ 4.259,00 
144414	Truck	Convencional	 R$ 3.504,00 
116996	Truck	Convencional	 R$ 5.582,00 
981414	Truck	Convencional	 R$ 4.154,40 
526257	Truck	Convencional	 R$ 7.042,80 
674520	Truck	Convencional	 R$ 4.683,00 
756603	Truck	Convencional	 R$ 6.288,00 
359521	Truck	Convencional	 R$ 4.032,00 
751584	Truck	Convencional	 R$ 4.530,00 
714146	Truck	Convencional	 R$ 5.870,40 
593076	Truck	Convencional	 R$ 4.013,00 
358721	Truck	Convencional	 R$ 5.971,00 
540238	Truck	Convencional	 R$ 4.801,20 
639845	Truck	Convencional	 R$ 3.816,00 
304918	Truck	Convencional	 R$ 6.508,80 
155364	Truck	Convencional	 R$ 3.918,00 
138283	Truck	Convencional	 R$ 4.747,20 
764526	Truck	Convencional	 R$ 5.879,00 
533498	Truck	Convencional	 R$ 5.606,40 
998917	Truck	Convencional	 R$ 6.145,20 
267949	Truck	Convencional	 R$ 3.581,00 
461310	Truck	Convencional	 R$ 6.001,20 
866187	Truck	Convencional	 R$ 4.942,80 
248731	Truck	Convencional	 R$ 3.652,80 
401268	Truck	Convencional	 R$ 6.184,80 
831014	Truck	Convencional	 R$ 4.849,20 
409078	Truck	Convencional	 R$ 5.481,60 
582256	Truck	Convencional	 R$ 3.816,00 
405553	Truck	Convencional	 R$ 3.577,00 
543120	Truck	Convencional	 R$ 3.203,00 
160136	Truck	Convencional	 R$ 5.403,00 
562409	Truck	Convencional	 R$ 4.851,00 
628849	Truck	Convencional	 R$ 4.739,00 
338021	Truck	Convencional	 R$ 3.707,00 
709116	Truck	Convencional	 R$ 5.612,00 
612683	Truck	Convencional	 R$ 6.414,00 
979584	Truck	Convencional	 R$ 3.890,40 
412672	Truck	Convencional	 R$ 3.425,00 
400374	Truck	Convencional	 R$ 5.717,00 
131973	Truck	Convencional	 R$ 5.953,20 
555718	Truck	Convencional	 R$ 5.176,00 
610511	Truck	Convencional	 R$ 4.266,00 
698086	Truck	Convencional	 R$ 3.189,00 
569911	Truck	Convencional	 R$ 5.586,00 
932485	Truck	Convencional	 R$ 3.969,60 
626988	Truck	Convencional	 R$ 4.970,40 
856007	Truck	Convencional	 R$ 4.684,80 
187918	Truck	Convencional	 R$ 5.561,00 
396214	Truck	Convencional	 R$ 4.547,00 
415232	Truck	Convencional	 R$ 6.176,40 
784732	Truck	Convencional	 R$ 4.307,00 
731637	Truck	Convencional	 R$ 3.886,80 
826224	Truck	Convencional	 R$ 3.765,00 
926783	Truck	Convencional	 R$ 5.584,00 
935780	Truck	Convencional	 R$ 5.261,00 
899718	Truck	Convencional	 R$ 5.477,00 
910376	Truck	Convencional	 R$ 5.900,00 
644573	Truck	Convencional	 R$ 3.672,00 
657181	Truck	Convencional	 R$ 4.392,00 
589265	Truck	Convencional	 R$ 4.391,00 
229732	Truck	Convencional	 R$ 3.831,60 
597103	Truck	Convencional	 R$ 5.050,80 
437830	Truck	Convencional	 R$ 4.609,00 
258095	Truck	Convencional	 R$ 5.946,00 
495183	Truck	Convencional	 R$ 7.016,40 
843972	Truck	Convencional	 R$ 5.150,40 
127773	Truck	Convencional	 R$ 5.914,00 
637816	Truck	Convencional	 R$ 6.868,80 
736052	Truck	Convencional	 R$ 5.251,00 
806270	Truck	Convencional	 R$ 5.831,00 
323465	Truck	Convencional	 R$ 6.837,60 
127919	Truck	Convencional	 R$ 5.856,00 
852209	Truck	Convencional	 R$ 5.671,20 
763192	Truck	Convencional	 R$ 5.917,00 
870741	Truck	Convencional	 R$ 5.241,60 
407017	Truck	Convencional	 R$ 4.189,00 
840975	Truck	Convencional	 R$ 5.159,00 
664957	Truck	Convencional	 R$ 6.054,00 
495243	Truck	Convencional	 R$ 6.465,60 
437788	Truck	Convencional	 R$ 3.911,00 
191846	Truck	Convencional	 R$ 5.283,00 
897780	Truck	Convencional	 R$ 5.900,00 
958739	Truck	Convencional	 R$ 4.557,60 
637475	Truck	Convencional	 R$ 3.615,60 
363921	Truck	Convencional	 R$ 4.890,00 
199737	Truck	Convencional	 R$ 3.576,00 
417257	Truck	Convencional	 R$ 4.440,00 
251294	Truck	Convencional	 R$ 3.320,00 
690879	Truck	Convencional	 R$ 3.363,00 
822186	Truck	Convencional	 R$ 3.797,00 
918684	Truck	Convencional	 R$ 6.242,40 
188853	Truck	Convencional	 R$ 5.394,00 
237356	Truck	Convencional	 R$ 3.550,00 
154804	Truck	Convencional	 R$ 5.980,00 
710585	Truck	Convencional	 R$ 5.215,20 
165960	Truck	Convencional	 R$ 6.342,00 
